time_s	dy_m
93.196037	0.096747
93.229381	0.096747
93.262725	0.096747
93.296069	0.096747
93.329412	0.096747
93.362756	0.096747
93.396100	0.096747
93.429444	0.096775
93.462788	0.095875
93.496132	0.094996
93.529476	0.096747
93.562819	0.096747
93.596163	0.096775
93.629507	0.095875
93.662851	0.094996
93.696195	0.096747
93.729539	0.096747
93.762882	0.096778
93.796226	0.095875
93.829570	0.094996
93.862914	0.096778
93.896258	0.095875
93.929602	0.094996
93.962945	0.096778
93.996289	0.095875
94.029633	0.094996
94.062977	0.096778
94.096321	0.095875
94.129665	0.094996
94.163009	0.096778
94.196352	0.095875
94.229696	0.094996
94.263040	0.096775
94.296384	0.095874
94.329728	0.095000
94.363072	0.095883
94.396415	0.095875
94.429759	0.096766
94.463103	0.094996
94.496447	0.096775
94.529791	0.095874
94.563135	0.095000
94.596478	0.095883
94.629822	0.095875
94.663166	0.096760
94.696510	0.095891
94.729854	0.096775
94.763198	0.095875
94.796542	0.096766
94.829885	0.094996
94.863229	0.096747
94.896573	0.096747
94.929917	0.096747
94.963261	0.096747
94.996605	0.096747
95.029948	0.096747
95.063292	0.096775
95.096636	0.095873
95.129980	0.096766
95.163324	0.094996
95.196668	0.096747
95.230011	0.096747
95.263355	0.096747
95.296699	0.096747
95.330043	0.096747
95.363387	0.096747
95.396731	0.096775
95.430075	0.095870
95.463418	0.096762
95.496762	0.095883
95.530106	0.097641
95.563450	0.097641
95.596794	0.097662
95.630138	0.096762
95.663481	0.095883
95.696825	0.097662
95.730169	0.096762
95.763513	0.095883
95.796857	0.097662
95.830201	0.096762
95.863544	0.095883
95.896888	0.097662
95.930232	0.096762
95.963576	0.095883
95.996920	0.097662
96.030264	0.096762
96.063608	0.095883
96.096951	0.097662
96.130295	0.096762
96.163639	0.095883
96.196983	0.097662
96.230327	0.096762
96.263671	0.095883
96.297014	0.097662
96.330358	0.096760
96.363702	0.095883
96.397046	0.097662
96.430390	0.096760
96.463734	0.095883
96.497077	0.097662
96.530421	0.096760
96.563765	0.095883
96.597109	0.097662
96.630453	0.096757
96.663797	0.095883
96.697140	0.097658
96.730484	0.096756
96.763828	0.095883
96.797172	0.097662
96.830516	0.096757
96.863860	0.097650
96.897204	0.096770
96.930547	0.098553
96.963891	0.095883
96.997235	0.097634
97.030579	0.097658
97.063923	0.096756
97.097267	0.097650
97.130610	0.096770
97.163954	0.098550
97.197298	0.097650
97.230642	0.096770
97.263986	0.098528
97.297330	0.098528
97.330673	0.098528
97.364017	0.098550
97.397361	0.097650
97.430705	0.096770
97.464049	0.098550
97.497393	0.097650
97.530737	0.096770
97.564080	0.098550
97.597424	0.097650
97.630768	0.096770
97.664112	0.098550
97.697456	0.097650
97.730800	0.096770
97.764143	0.098528
97.797487	0.098550
97.830831	0.097650
97.864175	0.096770
97.897519	0.098550
97.930863	0.097650
97.964206	0.096770
97.997550	0.098521
98.030894	0.098521
98.064238	0.098521
98.097582	0.098521
98.130926	0.098521
98.164270	0.098521
98.197613	0.098521
98.230957	0.098521
98.264301	0.098550
98.297645	0.097648
98.330989	0.096770
98.364333	0.098550
98.397676	0.097650
98.431020	0.096770
98.464364	0.098550
98.497708	0.097650
98.531052	0.096770
98.564396	0.098550
98.597739	0.097650
98.631083	0.096770
98.664427	0.098550
98.697771	0.099414
98.731115	0.099414
98.764459	0.097645
98.797803	0.098537
98.831146	0.097657
98.864490	0.099437
98.897834	0.098537
98.931178	0.097657
98.964522	0.099437
98.997866	0.098537
99.031209	0.097657
99.064553	0.099437
99.097897	0.098537
99.131241	0.097657
99.164585	0.099437
99.197929	0.098537
99.231272	0.097657
99.264616	0.099409
99.297960	0.099409
99.331304	0.099409
99.364648	0.099409
99.397992	0.099409
99.431335	0.099409
99.464679	0.099409
99.498023	0.099409
99.531367	0.099437
99.564711	0.098535
99.598055	0.097656
99.631399	0.099437
99.664742	0.098537
99.698086	0.097656
99.731430	0.099437
99.764774	0.098537
99.798118	0.097656
99.831462	0.099437
99.864805	0.098537
99.898149	0.099424
99.931493	0.098545
99.964837	0.098532
99.998181	0.097657
100.031525	0.099437
100.064868	0.098530
100.098212	0.097657
100.131556	0.099437
100.164900	0.100327
100.198244	0.099424
100.231588	0.098545
100.264932	0.098532
100.298275	0.097657
100.331619	0.099437
100.364963	0.098531
100.398307	0.097657
100.431651	0.099437
100.464995	0.100303
100.498338	0.100303
100.531682	0.100324
100.565026	0.099424
100.598370	0.098545
100.631714	0.100303
100.665058	0.100303
100.698401	0.100303
100.731745	0.100303
100.765089	0.100296
100.798433	0.100324
100.831777	0.099424
100.865121	0.098545
100.898465	0.100324
100.931808	0.099418
100.965152	0.098545
100.998496	0.100324
101.031840	0.099419
101.065184	0.098545
101.098528	0.100324
101.131871	0.099418
101.165215	0.100311
101.198559	0.099431
101.231903	0.101211
101.265247	0.100311
101.298591	0.099431
101.331934	0.101211
101.365278	0.100311
101.398622	0.101203
101.431966	0.099432
101.465310	0.101211
101.498654	0.100307
101.531998	0.101199
101.565341	0.100319
101.598685	0.102102
101.632029	0.101199
101.665373	0.100319
101.698717	0.102102
101.732061	0.101199
101.765404	0.100319
101.798748	0.102077
101.832092	0.102102
101.865436	0.101199
101.898780	0.100319
101.932124	0.102102
101.965467	0.101193
101.998811	0.100318
102.032155	0.102099
102.065499	0.102989
102.098843	0.102086
102.132187	0.101207
102.165531	0.102989
102.198874	0.102086
102.232218	0.101207
102.265562	0.102989
102.298906	0.102086
102.332250	0.101207
102.365594	0.102989
102.398937	0.102086
102.432281	0.101207
102.465625	0.102989
102.498969	0.102086
102.532313	0.101207
102.565657	0.102986
102.599000	0.102081
102.632344	0.101207
102.665688	0.102982
102.699032	0.102080
102.732376	0.101207
102.765720	0.102986
102.799063	0.103876
102.832407	0.102973
102.865751	0.102094
102.899095	0.103873
102.932439	0.102973
102.965783	0.102094
102.999127	0.103876
103.032470	0.102973
103.065814	0.102094
103.099158	0.103873
103.132502	0.102973
103.165846	0.102094
103.199190	0.103876
103.232533	0.102973
103.265877	0.102094
103.299221	0.103876
103.332565	0.102973
103.365909	0.102094
103.399253	0.103869
103.432596	0.102973
103.465940	0.102094
103.499284	0.103873
103.532628	0.104764
103.565972	0.102094
103.599316	0.103876
103.632660	0.102968
103.666003	0.103861
103.699347	0.102981
103.732691	0.104763
103.766035	0.103861
103.799379	0.102981
103.832723	0.104761
103.866066	0.103861
103.899410	0.102981
103.932754	0.104761
103.966098	0.105652
103.999442	0.102981
104.032786	0.104763
104.066129	0.105648
104.099473	0.104748
104.132817	0.103867
104.166161	0.105648
104.199505	0.104748
104.232849	0.103868
104.266193	0.105648
104.299536	0.104748
104.332880	0.105635
104.366224	0.104756
104.399568	0.106538
104.432912	0.105635
104.466256	0.104756
104.499599	0.104743
104.532943	0.105635
104.566287	0.104756
104.599631	0.106538
104.632975	0.105635
104.666319	0.104756
104.699662	0.106538
104.733006	0.105635
104.766350	0.104756
104.799694	0.106535
104.833038	0.107426
104.866382	0.106522
104.899726	0.105642
104.933069	0.107422
104.966413	0.106522
104.999757	0.105642
105.033101	0.107422
105.066445	0.106522
105.099789	0.107410
105.133132	0.106530
105.166476	0.108314
105.199820	0.107410
105.233164	0.106530
105.266508	0.108313
105.299852	0.107410
105.333195	0.106530
105.366539	0.108313
105.399883	0.107410
105.433227	0.106530
105.466571	0.108310
105.499915	0.107410
105.533259	0.108297
105.566602	0.107417
105.599946	0.109197
105.633290	0.110063
105.666634	0.108297
105.699978	0.107417
105.733322	0.109199
105.766665	0.110084
105.800009	0.110950
105.833353	0.110981
105.866697	0.109184
105.900041	0.108305
105.933385	0.110063
105.966728	0.110084
106.000072	0.110972
106.033416	0.110072
106.066760	0.109192
106.100104	0.109184
106.133448	0.108305
106.166791	0.110084
106.200135	0.110974
106.233479	0.110097
106.266823	0.109192
106.300167	0.110974
106.333511	0.110072
106.366855	0.109192
106.400198	0.110972
106.433542	0.110072
106.466886	0.109192
106.500230	0.110975
106.533574	0.110072
106.566918	0.109192
106.600261	0.110975
106.633605	0.110097
106.666949	0.109191
106.700293	0.110974
106.733637	0.110072
106.766981	0.109192
106.800324	0.110974
106.833668	0.110097
106.867012	0.109199
106.900356	0.110084
106.933700	0.110972
106.967044	0.110072
107.000388	0.109192
107.033731	0.110974
107.067075	0.110072
107.100419	0.109192
107.133763	0.110975
107.167107	0.110097
107.200451	0.109192
107.233794	0.110975
107.267138	0.110097
107.300482	0.109192
107.333826	0.110972
107.367170	0.110072
107.400514	0.109192
107.433857	0.110974
107.467201	0.110072
107.500545	0.109192
107.533889	0.110974
107.567233	0.110072
107.600577	0.109192
107.633921	0.110974
107.667264	0.110072
107.700608	0.109192
107.733952	0.110972
107.767296	0.110097
107.800640	0.109192
107.833984	0.110974
107.867327	0.110097
107.900671	0.109191
107.934015	0.110974
107.967359	0.110072
108.000703	0.109192
108.034047	0.110974
108.067390	0.110072
108.100734	0.109192
108.134078	0.110974
108.167422	0.110072
108.200766	0.109191
108.234110	0.110972
108.267454	0.110097
108.300797	0.109192
108.334141	0.110974
108.367485	0.110097
108.400829	0.109192
108.434173	0.110974
108.467517	0.108305
108.500860	0.110080
108.534204	0.110974
108.567548	0.110072
108.600892	0.109192
108.634236	0.110974
108.667580	0.110072
108.700923	0.109192
108.734267	0.110975
108.767611	0.110072
108.800955	0.109192
108.834299	0.110974
108.867643	0.110097
108.900986	0.109191
108.934330	0.110972
108.967674	0.110097
109.001018	0.109192
109.034362	0.110972
109.067706	0.110097
109.101050	0.109192
109.134393	0.110974
109.167737	0.110072
109.201081	0.109192
109.234425	0.110974
109.267769	0.110072
109.301113	0.110959
109.334456	0.110085
109.367800	0.110968
109.401144	0.111863
109.434488	0.110959
109.467832	0.110079
109.501176	0.111862
109.534519	0.110959
109.567863	0.110078
109.601207	0.111859
109.634551	0.110959
109.667895	0.110079
109.701239	0.111859
109.734583	0.110959
109.767926	0.111846
109.801270	0.110973
109.834614	0.111859
109.867958	0.112750
109.901302	0.111846
109.934646	0.110966
109.967989	0.112750
110.001333	0.111846
110.034677	0.110973
110.068021	0.111854
110.101365	0.111871
110.134709	0.110967
110.168052	0.112746
110.201396	0.111846
110.234740	0.110967
110.268084	0.112749
110.301428	0.111846
110.334772	0.110967
110.368116	0.112746
110.401459	0.111846
110.434803	0.110967
110.468147	0.112746
110.501491	0.111846
110.534835	0.110967
110.568179	0.112746
110.601522	0.113637
110.634866	0.112759
110.668210	0.111854
110.701554	0.113636
110.734898	0.112733
110.768242	0.111854
110.801585	0.113633
110.834929	0.112759
110.868273	0.111854
110.901617	0.113633
110.934961	0.114525
110.968305	0.111854
111.001649	0.113633
111.034992	0.114524
111.068336	0.113621
111.101680	0.112740
111.135024	0.114524
111.168368	0.113646
111.201712	0.112741
111.235055	0.114521
111.268399	0.113646
111.301743	0.112741
111.335087	0.114524
111.368431	0.115418
111.401775	0.115418
111.435118	0.113646
111.468462	0.114508
111.501806	0.113635
111.535150	0.114521
111.568494	0.115412
111.601838	0.114508
111.635182	0.113636
111.668525	0.114516
111.701869	0.114508
111.735213	0.113636
111.768557	0.114516
111.801901	0.114508
111.835245	0.113635
111.868588	0.114516
111.901932	0.114533
111.935276	0.113628
111.968620	0.115411
112.001964	0.116305
112.035308	0.114533
112.068651	0.113628
112.101995	0.115408
112.135339	0.116299
112.168683	0.115421
112.202027	0.114524
112.235371	0.115404
112.268714	0.116298
112.302058	0.115421
112.335402	0.114524
112.368746	0.115410
112.402090	0.116298
112.435434	0.115421
112.468778	0.114516
112.502121	0.116295
112.535465	0.115421
112.568809	0.116282
112.602153	0.115403
112.635497	0.117185
112.668841	0.116282
112.702184	0.115403
112.735528	0.117185
112.768872	0.116282
112.802216	0.115403
112.835560	0.117185
112.868904	0.116282
112.902247	0.115403
112.935591	0.117185
112.968935	0.118079
113.002279	0.118079
113.035623	0.116308
113.068967	0.117170
113.102311	0.116297
113.135654	0.117182
113.168998	0.118078
113.202342	0.118073
113.235686	0.117195
113.269030	0.116290
113.302374	0.118070
113.335717	0.118967
113.369061	0.117195
113.402405	0.118057
113.435749	0.117184
113.469093	0.118070
113.502437	0.118965
113.535780	0.118960
113.569124	0.118082
113.602468	0.117178
113.635812	0.118957
113.669156	0.119856
113.702500	0.118083
113.735844	0.118970
113.769187	0.118072
113.802531	0.118957
113.835875	0.119854
113.869219	0.119847
113.902563	0.118970
113.935907	0.119832
113.969250	0.118959
114.002594	0.119847
114.035938	0.118970
114.069282	0.118065
114.102626	0.119844
114.135970	0.118970
114.169313	0.119832
114.202657	0.118959
114.236001	0.119847
114.269345	0.120735
114.302689	0.119830
114.336033	0.118959
114.369377	0.119844
114.402720	0.120741
114.436064	0.120739
114.469408	0.120734
114.502752	0.119857
114.536096	0.120717
114.569440	0.119844
114.602783	0.120732
114.636127	0.121629
114.669471	0.119858
114.702815	0.120718
114.736159	0.119846
114.769503	0.120732
114.802846	0.121622
114.836190	0.120744
114.869534	0.121604
114.902878	0.120734
114.936222	0.121619
114.969566	0.120744
115.002910	0.121606
115.036253	0.120734
115.069597	0.121622
115.102941	0.122516
115.136285	0.120745
115.169629	0.121632
115.202973	0.120732
115.236316	0.121619
115.269660	0.122516
115.303004	0.122514
115.336348	0.120745
115.369692	0.121632
115.403036	0.120734
115.436379	0.121619
115.469723	0.122514
115.503067	0.122509
115.536411	0.121632
115.569755	0.122493
115.603099	0.121619
115.636442	0.122506
115.669786	0.123403
115.703130	0.121633
115.736474	0.122493
115.769818	0.121621
115.803162	0.122506
115.836506	0.123396
115.869849	0.122519
115.903193	0.121620
115.936537	0.122506
115.969881	0.123393
116.003225	0.124290
116.036569	0.122519
116.069912	0.121614
116.103256	0.123393
116.136600	0.124290
116.169944	0.124290
116.203288	0.124290
116.236632	0.124288
116.269975	0.124290
116.303319	0.124290
116.336663	0.124290
116.370007	0.124288
116.403351	0.124288
116.436695	0.124290
116.470039	0.124290
116.503382	0.124292
116.536726	0.124288
116.570070	0.124290
116.603414	0.124290
116.636758	0.124288
116.670102	0.124288
116.703445	0.124288
116.736789	0.124288
116.770133	0.124288
116.803477	0.124288
116.836821	0.124290
116.870165	0.124290
116.903508	0.124288
116.936852	0.124288
116.970196	0.124290
117.003540	0.124290
117.036884	0.124288
117.070228	0.124290
117.103572	0.124290
117.136915	0.124290
117.170259	0.124290
117.203603	0.124288
117.236947	0.124290
117.270291	0.124290
117.303635	0.124288
117.336978	0.124288
117.370322	0.122519
117.403666	0.121614
117.437010	0.123389
117.470354	0.124290
117.503698	0.122519
117.537041	0.121614
117.570385	0.123396
117.603729	0.124290
117.637073	0.124290
117.670417	0.122519
117.703761	0.123381
117.737105	0.122506
117.770448	0.123401
117.803792	0.123401
117.837136	0.123396
117.870480	0.124290
117.903824	0.124290
117.937168	0.124288
117.970511	0.122519
118.003855	0.123381
118.037199	0.122506
118.070543	0.123401
118.103887	0.123396
118.137231	0.122519
118.170574	0.123381
118.203918	0.122506
118.237262	0.123396
118.270606	0.122519
118.303950	0.121621
118.337294	0.122506
118.370637	0.123396
118.403981	0.122519
118.437325	0.121614
118.470669	0.123393
118.504013	0.124288
118.537357	0.124288
118.570701	0.124292
118.604044	0.124290
118.637388	0.124290
118.670732	0.124292
118.704076	0.124292
118.737420	0.122520
118.770764	0.125178
118.804107	0.123406
118.837451	0.122506
118.870795	0.123393
118.904139	0.124288
118.937483	0.124290
118.970827	0.122519
119.004170	0.123381
119.037514	0.122506
119.070858	0.123393
119.104202	0.124284
119.137546	0.123381
119.170890	0.122506
119.204234	0.123393
119.237577	0.124288
119.270921	0.124288
119.304265	0.124288
119.337609	0.124288
119.370953	0.124288
119.404297	0.124288
119.437640	0.124284
119.470984	0.123406
119.504328	0.122501
119.537672	0.124284
119.571016	0.123406
119.604360	0.122501
119.637703	0.124281
119.671047	0.125178
119.704391	0.125180
119.737735	0.125176
119.771079	0.125176
119.804423	0.125176
119.837767	0.125171
119.871110	0.126065
119.904454	0.124293
119.937798	0.123389
119.971142	0.125164
120.004486	0.126063
120.037830	0.126063
120.071173	0.126065
120.104517	0.126063
120.137861	0.126058
120.171205	0.125181
120.204549	0.126043
120.237893	0.125170
120.271236	0.126055
120.304580	0.126950
120.337924	0.126950
120.371268	0.126950
120.404612	0.126950
120.437956	0.126950
120.471300	0.126950
120.504643	0.126950
120.537987	0.126950
120.571331	0.126950
120.604675	0.126950
120.638019	0.126945
120.671363	0.127838
120.704706	0.127840
120.738050	0.126068
120.771394	0.125163
120.804738	0.126943
120.838082	0.127838
120.871426	0.127840
120.904769	0.127840
120.938113	0.127838
120.971457	0.127833
121.004801	0.126930
121.038145	0.126050
121.071489	0.127830
121.104833	0.126930
121.138176	0.126050
121.171520	0.127830
121.204864	0.126930
121.238208	0.127817
121.271552	0.126938
121.304896	0.128717
121.338239	0.127817
121.371583	0.126938
121.404927	0.128717
121.438271	0.127810
121.471615	0.126938
121.504959	0.128717
121.538302	0.129583
121.571646	0.129574
121.604990	0.128708
121.638334	0.128704
121.671678	0.127825
121.705022	0.129604
121.738365	0.128704
121.771709	0.127825
121.805053	0.129584
121.838397	0.128712
121.871741	0.128698
121.905085	0.127825
121.938429	0.129576
121.971772	0.129604
122.005116	0.130469
122.038460	0.130471
122.071804	0.129604
122.105148	0.130463
122.138492	0.130463
122.171835	0.130463
122.205179	0.130463
122.238523	0.130463
122.271867	0.130463
122.305211	0.130466
122.338555	0.130463
122.371898	0.130466
122.405242	0.130466
122.438586	0.130462
122.471930	0.131349
122.505274	0.130479
122.538618	0.129599
122.571962	0.129585
122.605305	0.130472
122.638649	0.129599
122.671993	0.131351
122.705337	0.131349
122.738681	0.130472
122.772025	0.131366
122.805368	0.130487
122.838712	0.132244
122.872056	0.132245
122.905400	0.132236
122.938744	0.131361
122.972088	0.130487
123.005431	0.132236
123.038775	0.131359
123.072119	0.130462
123.105463	0.131350
123.138807	0.132236
123.172151	0.131333
123.205495	0.131361
123.238838	0.130455
123.272182	0.131350
123.305526	0.130472
123.338870	0.131334
123.372214	0.131333
123.405558	0.131333
123.438901	0.131333
123.472245	0.131333
123.505589	0.131333
123.538933	0.131333
123.572277	0.131333
123.605621	0.131333
123.638964	0.131333
123.672308	0.131333
123.705652	0.131333
123.738996	0.131333
123.772340	0.131333
123.805684	0.131333
123.839028	0.131333
123.872371	0.131333
123.905715	0.131333
123.939059	0.131332
123.972403	0.132221
124.005747	0.132221
124.039091	0.132224
124.072434	0.130369
124.105778	0.129448
124.139122	0.126767
124.172466	0.125845
124.205810	0.125864
124.239154	0.124089
124.272497	0.125869
124.305841	0.127638
124.339185	0.125874
124.372529	0.126751
124.405873	0.128519
124.439217	0.127638
124.472561	0.125864
124.505904	0.127638
124.539248	0.125864
124.572592	0.127638
124.605936	0.125864
124.639280	0.124099
124.672624	0.126767
124.705967	0.127638
124.739311	0.125864
124.772655	0.127638
124.805999	0.125864
124.839343	0.127638
124.872687	0.125864
124.906030	0.124093
124.939374	0.125864
124.972718	0.127638
125.006062	0.125864
125.039406	0.127638
125.072750	0.125864
125.106093	0.127638
125.139437	0.125864
125.172781	0.127638
125.206125	0.125864
125.239469	0.127632
125.272813	0.126751
125.306157	0.124976
125.339500	0.126751
125.372844	0.124980
125.406188	0.126751
125.439532	0.126742
125.472876	0.125864
125.506220	0.127638
125.539563	0.125864
125.572907	0.127638
125.606251	0.125864
125.639595	0.127638
125.672939	0.125864
125.706283	0.127638
125.739626	0.125864
125.772970	0.127638
125.806314	0.127622
125.839658	0.127638
125.873002	0.125864
125.906346	0.127632
125.939690	0.126751
125.973033	0.126742
126.006377	0.125864
126.039721	0.127638
126.073065	0.125864
126.106409	0.124093
126.139753	0.125864
126.173096	0.127638
126.206440	0.125864
126.239784	0.127638
126.273128	0.125864
126.306472	0.127638
126.339816	0.125864
126.373159	0.127638
126.406503	0.125864
126.439847	0.127638
126.473191	0.125864
126.506535	0.124093
126.539879	0.125864
126.573223	0.127632
126.606566	0.126751
126.639910	0.124976
126.673254	0.126751
126.706598	0.128525
126.739942	0.126751
126.773286	0.124976
126.806629	0.126751
126.839973	0.126735
126.873317	0.126751
126.906661	0.124976
126.940005	0.126751
126.973349	0.124976
127.006692	0.126751
127.040036	0.126767
127.073380	0.127638
127.106724	0.125864
127.140068	0.127638
127.173412	0.125864
127.206756	0.127638
127.240099	0.125864
127.273443	0.127638
127.306787	0.125864
127.340131	0.127638
127.373475	0.125864
127.406819	0.127638
127.440162	0.125864
127.473506	0.127638
127.506850	0.125864
127.540194	0.127638
127.573538	0.125864
127.606882	0.127638
127.640225	0.125864
127.673569	0.127632
127.706913	0.126751
127.740257	0.124976
127.773601	0.126751
127.806945	0.124976
127.840288	0.126751
127.873632	0.126735
127.906976	0.126751
127.940320	0.126735
127.973664	0.126751
128.007008	0.124976
128.040352	0.126751
128.073695	0.124976
128.107039	0.126751
128.140383	0.126735
128.173727	0.126751
128.207071	0.124976
128.240415	0.126751
128.273758	0.124976
128.307102	0.126751
128.340446	0.124976
128.373790	0.126751
128.407134	0.126735
128.440478	0.126751
128.473821	0.124976
128.507165	0.126751
128.540509	0.124976
128.573853	0.126751
128.607197	0.126742
128.640541	0.125864
128.673885	0.127638
128.707228	0.125864
128.740572	0.127638
128.773916	0.125864
128.807260	0.127638
128.840604	0.125864
128.873948	0.127638
128.907291	0.125864
128.940635	0.127638
128.973979	0.125864
129.007323	0.127638
129.040667	0.125864
129.074011	0.127632
129.107354	0.126751
129.140698	0.124976
129.174042	0.126751
129.207386	0.124980
129.240730	0.126751
129.274074	0.124976
129.307418	0.126751
129.340761	0.126735
129.374105	0.126751
129.407449	0.124976
129.440793	0.126751
129.474137	0.124980
129.507481	0.126751
129.540824	0.124976
129.574168	0.126751
129.607512	0.124980
129.640856	0.126751
129.674200	0.124976
129.707544	0.126751
129.740887	0.126742
129.774231	0.125864
129.807575	0.127638
129.840919	0.125864
129.874263	0.127638
129.907607	0.125864
129.940951	0.127638
129.974294	0.125864
130.007638	0.127632
130.040982	0.126751
130.074326	0.126732
130.107670	0.126751
130.141014	0.128525
130.174357	0.126751
130.207701	0.128519
130.241045	0.127638
130.274389	0.125864
130.307733	0.127638
130.341077	0.125864
130.374420	0.127638
130.407764	0.125864
130.441108	0.127638
130.474452	0.125864
130.507796	0.127638
130.541140	0.125864
130.574484	0.127638
130.607827	0.125864
130.641171	0.127638
130.674515	0.125864
130.707859	0.127638
130.741203	0.125864
130.774547	0.127638
130.807890	0.125864
130.841234	0.127638
130.874578	0.125864
130.907922	0.127638
130.941266	0.125864
130.974610	0.127638
131.007953	0.125864
131.041297	0.127638
131.074641	0.125864
131.107985	0.127638
131.141329	0.127622
131.174673	0.127638
131.208016	0.125864
131.241360	0.127638
131.274704	0.125864
131.308048	0.127638
131.341392	0.125864
131.374736	0.127632
131.408080	0.126751
131.441423	0.124976
131.474767	0.126751
131.508111	0.126742
131.541455	0.125864
131.574799	0.127638
131.608143	0.125864
131.641486	0.127638
131.674830	0.125864
131.708174	0.127638
131.741518	0.125864
131.774862	0.127638
131.808206	0.125864
131.841549	0.127638
131.874893	0.125864
131.908237	0.127638
131.941581	0.125864
131.974925	0.127638
132.008269	0.125864
132.041613	0.127638
132.074956	0.125864
132.108300	0.127638
132.141644	0.125864
132.174988	0.127638
132.208332	0.125864
132.241676	0.127638
132.275019	0.125864
132.308363	0.127638
132.341707	0.125864
132.375051	0.127638
132.408395	0.125864
132.441739	0.127638
132.475082	0.127622
132.508426	0.127638
132.541770	0.125864
132.575114	0.127638
132.608458	0.125864
132.641802	0.127638
132.675146	0.125864
132.708489	0.127638
132.741833	0.127622
132.775177	0.127638
132.808521	0.125864
132.841865	0.127638
132.875209	0.125864
132.908552	0.127638
132.941896	0.125864
132.975240	0.127632
133.008584	0.126751
133.041928	0.124976
133.075272	0.126751
133.108615	0.126742
133.141959	0.125864
133.175303	0.127638
133.208647	0.125864
133.241991	0.127638
133.275335	0.125864
133.308679	0.127638
133.342022	0.125864
133.375366	0.127638
133.408710	0.127622
133.442054	0.127638
133.475398	0.125864
133.508742	0.127638
133.542085	0.125864
133.575429	0.127638
133.608773	0.125864
133.642117	0.127638
133.675461	0.125864
133.708805	0.127638
133.742148	0.125864
133.775492	0.127638
133.808836	0.127622
133.842180	0.127638
133.875524	0.125864
133.908868	0.127638
133.942212	0.125864
133.975555	0.127638
134.008899	0.125864
134.042243	0.127638
134.075587	0.127622
134.108931	0.127638
134.142275	0.125864
134.175618	0.127638
134.208962	0.127622
134.242306	0.127638
134.275650	0.127622
134.308994	0.127638
134.342338	0.127622
134.375681	0.127638
134.409025	0.129413
134.442369	0.127638
134.475713	0.125867
134.509057	0.127638
134.542401	0.129413
134.575744	0.127638
134.609088	0.129413
134.642432	0.127638
134.675776	0.129406
134.709120	0.128525
134.742464	0.130293
134.775808	0.129413
134.809151	0.127638
134.842495	0.129413
134.875839	0.127638
134.909183	0.129413
134.942527	0.127638
134.975871	0.129413
135.009214	0.129397
135.042558	0.129413
135.075902	0.127638
135.109246	0.129413
135.142590	0.129397
135.175934	0.129413
135.209277	0.127638
135.242621	0.129413
135.275965	0.129397
135.309309	0.129413
135.342653	0.127638
135.375997	0.129413
135.409341	0.129397
135.442684	0.129413
135.476028	0.129397
135.509372	0.129413
135.542716	0.131181
135.576060	0.130300
135.609404	0.128525
135.642747	0.130300
135.676091	0.130284
135.709435	0.130300
135.742779	0.132068
135.776123	0.131187
135.809467	0.131171
135.842810	0.131187
135.876154	0.131178
135.909498	0.130300
135.942842	0.132075
135.976186	0.130300
136.009530	0.132075
136.042874	0.130300
136.076217	0.132075
136.109561	0.130300
136.142905	0.132075
136.176249	0.132059
136.209593	0.132075
136.242937	0.130300
136.276280	0.132075
136.309624	0.130300
136.342968	0.132075
136.376312	0.130300
136.409656	0.132075
136.443000	0.130300
136.476343	0.132075
136.509687	0.132065
136.543031	0.131187
136.576375	0.132962
136.609719	0.131187
136.643063	0.132962
136.676407	0.131187
136.709750	0.132962
136.743094	0.131187
136.776438	0.132962
136.809782	0.131187
136.843126	0.132962
136.876470	0.131187
136.909813	0.132962
136.943157	0.131187
136.976501	0.132955
137.009845	0.132075
137.043189	0.133849
137.076533	0.132075
137.109876	0.133850
137.143220	0.132075
137.176564	0.133849
137.209908	0.132075
137.243252	0.133849
137.276596	0.132075
137.309939	0.133849
137.343283	0.132075
137.376627	0.133849
137.409971	0.133833
137.443315	0.133849
137.476659	0.132075
137.510003	0.133849
137.543346	0.132078
137.576690	0.133849
137.610034	0.132075
137.643378	0.133849
137.676722	0.135624
137.710066	0.133849
137.743409	0.135625
137.776753	0.133849
137.810097	0.135624
137.843441	0.133849
137.876785	0.135625
137.910129	0.133849
137.943472	0.135624
137.976816	0.133849
138.010160	0.135624
138.043504	0.135608
138.076848	0.132049
138.110192	0.129342
138.143536	0.128443
138.176879	0.126639
138.210223	0.123100
138.243567	0.125767
138.276911	0.126657
138.310255	0.129335
138.343599	0.128441
138.376942	0.128441
138.410286	0.128432
138.443630	0.125781
138.476974	0.125779
138.510318	0.125767
138.543662	0.126655
138.577005	0.127542
138.610349	0.128429
138.643693	0.129317
138.677037	0.126667
138.710381	0.126655
138.743725	0.127553
138.777069	0.127542
138.810412	0.128432
138.843756	0.129317
138.877100	0.128448
138.910444	0.127542
138.943788	0.124892
138.977132	0.128429
139.010475	0.129317
139.043819	0.130206
139.077163	0.131094
139.110507	0.128432
139.143851	0.129319
139.177195	0.126664
139.210538	0.126664
139.243882	0.126666
139.277226	0.126666
139.310570	0.126666
139.343914	0.130206
139.377258	0.127547
139.410602	0.127553
139.443945	0.129335
139.477289	0.128429
139.510633	0.129317
139.543977	0.126667
139.577321	0.130204
139.610665	0.127552
139.644008	0.131094
139.677352	0.128441
139.710696	0.130222
139.744040	0.129328
139.777384	0.129317
139.810728	0.130204
