106.3072731	-972142	348	1116.0	0.329
106.7417581	-978220	350	1122.9	0.331
107.1481352	-981866	349	1127.0	0.330
107.5522249	-987280	351	1133.0	0.332
107.8822122	-987498	354	1133.3	0.335
108.2844956	-990148	351	1136.3	0.332
108.7032299	-993638	351	1140.2	0.332
109.0472481	-996684	354	1143.6	0.335
109.465277	-1001790	353	1149.3	0.334
109.8062661	-1004280	352	1152.1	0.333
110.1918857	-1003970	357	1151.8	0.338
110.5460811	-1007344	354	1155.6	0.335
110.9666331	-1007018	353	1155.2	0.334
111.3850701	-1012180	354	1161.0	0.335
111.8043971	-1014158	351	1163.2	0.332
112.2234614	-1017540	358	1167.0	0.339
112.6417885	-1019514	361	1169.3	0.342
112.9682555	-1019204	356	1168.9	0.337
113.3096132	-1020342	356	1170.2	0.337
113.7286031	-1020620	354	1170.5	0.335
114.1656892	-1023786	350	1174.0	0.331
114.4938376	-1025148	348	1175.6	0.329
114.8832202	-1023770	361	1174.0	0.342
115.7022576	-1021172	358	1171.1	0.339
116.0278673	-1020362	358	1170.2	0.339
116.4278958	-1019944	355	1169.7	0.336
116.8171277	-1019002	354	1168.7	0.335
117.1598253	-1018432	355	1168.0	0.336
117.5482726	-1018182	359	1167.8	0.340
117.9170239	-1018324	354	1167.9	0.335
118.3376524	-1017542	359	1167.0	0.340
118.7558334	-1017360	355	1166.8	0.336
119.1749399	-1016706	355	1166.1	0.336
119.547538	-1016436	351	1165.8	0.332
119.9230533	-1016190	354	1165.5	0.335
120.3263164	-1015760	361	1165.0	0.342
120.7458715	-1015846	355	1165.1	0.336
121.1000819	-1020056	361	1169.9	0.342
121.4458137	-1024850	359	1175.2	0.340
